flightdate,origincityname,crsdeptime,depdelay,distance,marketing_airline_network,hour,delayed,city_clean,latitude,longitude,temp_mean,precipitation,wind_speed
2018-01-03,"Detroit, MI",1933,34.0,1749.0,NK,19,1,Detroit,42.33143,-83.04575,-14.8,0.7,21.3
2018-01-09,"Honolulu, HI",1206,-11.0,84.0,HA,12,0,Honolulu,21.30694,-157.85834,22.9,0.0,10.4
2018-01-20,"Charlotte, NC",2010,-7.0,577.0,AA,20,0,Charlotte,35.22709,-80.84313,3.7,0.0,9.2
2018-01-28,"Orlando, FL",1835,-8.0,551.0,WN,18,0,Orlando,28.53834,-81.37924,20.1,7.8,14.1
2018-01-03,"Dallas/Fort Worth, TX",1605,7.0,731.0,DL,16,0,Dallas/Fort Worth,32.89595,-97.0372,-2.5,0.0,9.6
2018-01-15,"Orlando, FL",1725,0.0,1005.0,F9,17,0,Orlando,28.53834,-81.37924,10.2,0.0,18.3
2018-01-11,"New York, NY",1700,-1.0,2586.0,DL,17,0,New York,40.71427,-74.00597,3.7,0.0,9.9
2018-01-24,"Atlanta, GA",1709,3.0,780.0,DL,17,0,Atlanta,33.749,-84.38798,4.8,0.0,18.1
2018-01-02,"Dallas/Fort Worth, TX",1140,3.0,539.0,AA,11,0,Dallas/Fort Worth,32.89595,-97.0372,-4.4,0.0,8.9
2018-01-12,"Charlotte, NC",740,-1.0,651.0,AA,7,0,Charlotte,35.22709,-80.84313,16.6,13.0,19.8
2018-01-30,"Kahului, HI",1530,-8.0,2338.0,HA,15,0,Kahului,20.88953,-156.47432,21.7,0.0,11.2
2018-01-28,"Atlanta, GA",1045,0.0,1587.0,WN,10,0,Atlanta,33.749,-84.38798,11.0,30.5,10.4
2018-01-12,"Atlanta, GA",810,84.0,332.0,DL,8,1,Atlanta,33.749,-84.38798,13.7,19.9,15.2
2018-01-01,"Baltimore, MD",2000,25.0,787.0,WN,20,1,Baltimore,39.29038,-76.61219,-9.3,0.0,12.5
2018-01-10,"Houston, TX",2245,-6.0,140.0,UA,22,0,Houston,29.76328,-95.36327,12.9,0.1,9.0
2018-01-10,"Charlotte, NC",1316,-8.0,361.0,AA,13,0,Charlotte,35.22709,-80.84313,7.7,0.0,9.5
2018-01-11,"Harrisburg, PA",1658,-4.0,413.0,AA,16,0,Harrisburg,40.2737,-76.88442,5.0,0.0,8.0
2018-01-11,"New York, NY",710,-10.0,1029.0,DL,7,0,New York,40.71427,-74.00597,3.7,0.0,9.9
2018-01-09,"Baltimore, MD",1745,0.0,611.0,WN,17,0,Baltimore,39.29038,-76.61219,2.4,1.5,12.6
2018-01-19,"Dallas/Fort Worth, TX",845,-8.0,312.0,AA,8,0,Dallas/Fort Worth,32.89595,-97.0372,4.1,0.0,16.5
2018-01-02,"Minneapolis, MN",520,0.0,907.0,DL,5,0,Minneapolis,44.97997,-93.26384,-21.0,0.3,14.3
2018-01-05,"Minneapolis, MN",1325,-3.0,282.0,DL,13,0,Minneapolis,44.97997,-93.26384,-23.8,0.0,10.0
2018-01-24,"Atlanta, GA",2055,-1.0,404.0,DL,20,0,Atlanta,33.749,-84.38798,4.8,0.0,18.1
2018-01-08,"Atlanta, GA",1905,-5.0,484.0,WN,19,0,Atlanta,33.749,-84.38798,-0.3,6.8,14.6
2018-01-20,"Charlotte, NC",1125,-1.0,940.0,AA,11,0,Charlotte,35.22709,-80.84313,3.7,0.0,9.2
2018-01-01,"Minneapolis, MN",650,-2.0,1306.0,DL,6,0,Minneapolis,44.97997,-93.26384,-25.4,0.0,11.1
2018-01-01,"Charlotte, NC",1150,-1.0,1095.0,AA,11,0,Charlotte,35.22709,-80.84313,-5.2,0.0,12.8
2018-01-17,"Atlanta, GA",815,46.0,1199.0,F9,8,1,Atlanta,33.749,-84.38798,-5.4,3.8,25.0
2018-01-09,"Atlanta, GA",1620,2.0,1199.0,WN,16,0,Atlanta,33.749,-84.38798,6.6,3.1,10.8
2018-01-01,"Orlando, FL",1839,-4.0,957.0,NK,18,0,Orlando,28.53834,-81.37924,12.8,4.9,13.6
2018-01-04,"Minneapolis, MN",1505,33.0,257.0,DL,15,1,Minneapolis,44.97997,-93.26384,-22.1,0.0,8.6
2018-01-23,"Atlanta, GA",2021,-6.0,404.0,F9,20,0,Atlanta,33.749,-84.38798,10.8,12.1,18.7
2018-01-05,"Houston, TX",1230,69.0,1635.0,UA,12,1,Houston,29.76328,-95.36327,7.0,0.0,7.3
2018-01-26,"Corpus Christi, TX",501,-7.0,354.0,AA,5,0,Corpus Christi,27.80058,-97.39638,17.7,3.1,15.0
2018-01-11,"Orlando, FL",1220,0.0,404.0,DL,12,0,Orlando,28.53834,-81.37924,19.9,0.3,9.8
2018-01-21,"New York, NY",1630,-10.0,431.0,DL,16,0,New York,40.71427,-74.00597,3.7,0.0,9.1
2018-01-27,"Charlotte, NC",1945,0.0,370.0,AA,19,0,Charlotte,35.22709,-80.84313,8.4,0.9,9.6
2018-01-04,"Kahului, HI",2305,-10.0,2486.0,UA,23,0,Kahului,20.88953,-156.47432,22.4,0.0,26.0
2018-01-11,"Houston, TX",1945,147.0,429.0,UA,19,1,Houston,29.76328,-95.36327,16.1,17.1,12.9
2018-01-02,"Minneapolis, MN",703,-2.0,334.0,DL,7,0,Minneapolis,44.97997,-93.26384,-21.0,0.3,14.3
2018-01-28,"Houston, TX",950,0.0,1269.0,UA,9,0,Houston,29.76328,-95.36327,16.2,0.1,12.9
2018-01-11,"Atlanta, GA",1833,14.0,946.0,DL,18,0,Atlanta,33.749,-84.38798,13.0,5.3,17.5
2018-01-26,"Houston, TX",1205,-6.0,643.0,UA,12,0,Houston,29.76328,-95.36327,12.6,0.0,13.8
2018-01-19,"Atlanta, GA",700,-3.0,606.0,UA,7,0,Atlanta,33.749,-84.38798,0.3,0.0,11.3
2018-01-19,"Detroit, MI",1510,-5.0,983.0,NK,15,0,Detroit,42.33143,-83.04575,-1.7,0.0,25.2
2018-01-03,"Atlanta, GA",902,-2.0,526.0,DL,9,0,Atlanta,33.749,-84.38798,-2.3,0.0,6.9
2018-01-24,"New York, NY",630,-9.0,419.0,DL,6,0,New York,40.71427,-74.00597,3.8,0.0,19.7
2018-01-12,"Kahului, HI",1838,22.0,100.0,HA,18,1,Kahului,20.88953,-156.47432,21.5,0.0,6.1
2018-01-13,"Hartford, CT",1442,-2.0,326.0,UA,14,0,Hartford,41.76371,-72.68509,6.3,27.0,19.3
2018-01-16,"Honolulu, HI",1114,49.0,216.0,HA,11,1,Honolulu,21.30694,-157.85834,23.0,0.0,16.2
2018-01-08,"Richmond, VA",1720,-4.0,474.0,DL,17,0,Richmond,37.55376,-77.46026,-2.4,0.9,14.9
2018-01-25,"Honolulu, HI",822,-6.0,100.0,HA,8,0,Honolulu,21.30694,-157.85834,23.5,0.0,17.4
2018-01-01,"Atlanta, GA",1905,-4.0,577.0,DL,19,0,Atlanta,33.749,-84.38798,-4.5,0.0,18.5
2018-01-22,"New York, NY",1105,-11.0,563.0,NK,11,0,New York,40.71427,-74.00597,6.3,0.5,6.7
2018-01-19,"New York, NY",1750,-2.0,419.0,DL,17,0,New York,40.71427,-74.00597,-2.2,0.0,11.9
2018-01-09,"Baltimore, MD",935,0.0,283.0,WN,9,0,Baltimore,39.29038,-76.61219,2.4,1.5,12.6
2018-01-24,"Atlanta, GA",2223,-5.0,481.0,DL,22,0,Atlanta,33.749,-84.38798,4.8,0.0,18.1
2018-01-17,"Kahului, HI",1414,2.0,84.0,HA,14,0,Kahului,20.88953,-156.47432,23.2,0.2,31.1
2018-01-24,"Corpus Christi, TX",501,-4.0,354.0,AA,5,0,Corpus Christi,27.80058,-97.39638,12.5,0.0,11.8
2018-01-02,"New York, NY",1502,-5.0,1035.0,DL,15,0,New York,40.71427,-74.00597,-8.5,0.0,17.1
2018-01-09,"Baltimore, MD",1105,-4.0,369.0,WN,11,0,Baltimore,39.29038,-76.61219,2.4,1.5,12.6
2018-01-24,"Atlanta, GA",1656,-1.0,2172.0,DL,16,0,Atlanta,33.749,-84.38798,4.8,0.0,18.1
2018-01-25,"New York, NY",1630,-3.0,431.0,DL,16,0,New York,40.71427,-74.00597,-2.7,0.0,16.0
2018-01-16,"Charlotte, NC",1325,56.0,361.0,WN,13,1,Charlotte,35.22709,-80.84313,0.2,0.0,8.3
2018-01-16,"Baltimore, MD",840,-3.0,919.0,WN,8,0,Baltimore,39.29038,-76.61219,-0.7,0.1,4.8
2018-01-23,"Pensacola, FL",1122,-7.0,271.0,DL,11,0,Pensacola,30.42131,-87.21691,13.2,0.0,14.5
2018-01-01,"Baltimore, MD",1045,12.0,277.0,WN,10,0,Baltimore,39.29038,-76.61219,-9.3,0.0,12.5
2018-01-17,"Dallas/Fort Worth, TX",2225,-1.0,469.0,AA,22,0,Dallas/Fort Worth,32.89595,-97.0372,-5.4,0.0,5.3
2018-01-28,"Houston, TX",1040,-5.0,1020.0,WN,10,0,Houston,29.76328,-95.36327,16.2,0.1,12.9
2018-01-25,"Kahului, HI",1447,-6.0,100.0,HA,14,0,Kahului,20.88953,-156.47432,22.1,0.0,11.7
2018-01-21,"Detroit, MI",1000,-6.0,456.0,DL,10,0,Detroit,42.33143,-83.04575,2.1,0.0,9.8
2018-01-22,"Charlotte, NC",1455,-2.0,926.0,WN,14,0,Charlotte,35.22709,-80.84313,10.2,0.0,9.7
2018-01-21,"Dallas/Fort Worth, TX",1425,15.0,354.0,AA,14,1,Dallas/Fort Worth,32.89595,-97.0372,16.8,8.8,23.3
2018-01-20,"Honolulu, HI",1143,-3.0,100.0,HA,11,0,Honolulu,21.30694,-157.85834,23.5,0.2,18.1
2018-01-22,"Detroit, MI",1010,-1.0,453.0,DL,10,0,Detroit,42.33143,-83.04575,5.7,8.2,13.3
2018-01-01,"Orlando, FL",2110,13.0,985.0,AA,21,0,Orlando,28.53834,-81.37924,12.8,4.9,13.6
2018-01-11,"Atlanta, GA",1016,-2.0,581.0,NK,10,0,Atlanta,33.749,-84.38798,13.0,5.3,17.5
2018-01-03,"Houston, TX",1957,-1.0,1222.0,UA,19,0,Houston,29.76328,-95.36327,-0.1,1.3,15.1
2018-01-08,"New York, NY",1000,-1.0,4983.0,HA,10,0,New York,40.71427,-74.00597,-7.6,0.9,16.4
2018-01-01,"Honolulu, HI",842,-3.0,102.0,HA,8,0,Honolulu,21.30694,-157.85834,22.2,0.0,13.6
2018-01-22,"Atlanta, GA",1529,-5.0,366.0,DL,15,0,Atlanta,33.749,-84.38798,11.0,1.8,14.3
2018-01-02,"Charlotte, NC",1634,20.0,644.0,AA,16,1,Charlotte,35.22709,-80.84313,-6.3,0.0,9.9
2018-01-23,"Pensacola, FL",730,-8.0,604.0,AA,7,0,Pensacola,30.42131,-87.21691,13.2,0.0,14.5
2018-01-18,"Dallas/Fort Worth, TX",2330,-4.0,868.0,NK,23,0,Dallas/Fort Worth,32.89595,-97.0372,-2.0,0.0,9.2
2018-01-10,"Charlotte, NC",1800,31.0,544.0,DL,18,1,Charlotte,35.22709,-80.84313,7.7,0.0,9.5
2018-01-24,"Orlando, FL",2015,-6.0,823.0,NK,20,0,Orlando,28.53834,-81.37924,15.1,0.0,11.2
2018-01-24,"Richmond, VA",1620,-4.0,481.0,DL,16,0,Richmond,37.55376,-77.46026,7.6,0.0,12.6
2018-01-23,"Detroit, MI",1020,-5.0,405.0,DL,10,0,Detroit,42.33143,-83.04575,4.7,3.1,23.2
2018-01-08,"Houston, TX",540,-4.0,687.0,WN,5,0,Houston,29.76328,-95.36327,15.1,9.2,18.0
2018-01-11,"Dallas/Fort Worth, TX",1638,-11.0,641.0,NK,16,0,Dallas/Fort Worth,32.89595,-97.0372,12.5,0.3,25.5
2018-01-23,"Detroit, MI",2000,-2.0,629.0,DL,20,0,Detroit,42.33143,-83.04575,4.7,3.1,23.2
2018-01-09,"Honolulu, HI",1455,1.0,100.0,HA,14,0,Honolulu,21.30694,-157.85834,22.9,0.0,10.4
2018-01-25,"Dallas/Fort Worth, TX",1250,-2.0,597.0,AA,12,0,Dallas/Fort Worth,32.89595,-97.0372,8.8,0.0,12.7
2018-01-01,"Corpus Christi, TX",635,1.0,187.0,WN,6,0,Corpus Christi,27.80058,-97.39638,4.4,2.0,26.5
2018-01-11,"Atlanta, GA",1755,2.0,270.0,DL,17,0,Atlanta,33.749,-84.38798,13.0,5.3,17.5
2018-01-23,"Houston, TX",1940,6.0,912.0,UA,19,0,Houston,29.76328,-95.36327,9.6,0.0,10.3
2018-01-12,"Atlanta, GA",1951,51.0,1919.0,DL,19,1,Atlanta,33.749,-84.38798,13.7,19.9,15.2
2018-01-29,"Detroit, MI",1701,59.0,500.0,AA,17,1,Detroit,42.33143,-83.04575,-2.4,7.6,22.4
2018-01-08,"Charlotte, NC",1815,0.0,213.0,AA,18,0,Charlotte,35.22709,-80.84313,-2.1,0.2,7.4
2018-01-18,"Houston, TX",1813,-3.0,1091.0,UA,18,0,Houston,29.76328,-95.36327,-1.5,0.0,8.2
2018-01-02,"Atlanta, GA",1510,-2.0,332.0,DL,15,0,Atlanta,33.749,-84.38798,-5.6,0.0,9.7
2018-01-21,"Houston, TX",1445,-5.0,787.0,UA,14,0,Houston,29.76328,-95.36327,19.0,1.8,20.8
2018-01-09,"Baltimore, MD",1905,6.0,2329.0,WN,19,0,Baltimore,39.29038,-76.61219,2.4,1.5,12.6
2018-01-02,"Atlanta, GA",800,11.0,669.0,WN,8,0,Atlanta,33.749,-84.38798,-5.6,0.0,9.7
2018-01-01,"New York, NY",1925,-5.0,1089.0,DL,19,0,New York,40.71427,-74.00597,-11.6,0.0,16.6
2018-01-25,"Baltimore, MD",840,-4.0,919.0,WN,8,0,Baltimore,39.29038,-76.61219,0.7,0.0,12.9
2018-01-03,"Detroit, MI",2010,25.0,1979.0,NK,20,1,Detroit,42.33143,-83.04575,-14.8,0.7,21.3
2018-01-29,"Atlanta, GA",920,39.0,223.0,DL,9,1,Atlanta,33.749,-84.38798,10.5,0.9,15.7
2018-01-12,"Atlanta, GA",2115,29.0,640.0,DL,21,1,Atlanta,33.749,-84.38798,13.7,19.9,15.2
2018-01-24,"Dallas/Fort Worth, TX",2035,-3.0,672.0,AA,20,0,Dallas/Fort Worth,32.89595,-97.0372,6.6,0.0,5.8
2018-01-23,"Atlanta, GA",1505,-2.0,547.0,DL,15,0,Atlanta,33.749,-84.38798,10.8,12.1,18.7
2018-01-23,"Atlanta, GA",1101,-1.0,164.0,DL,11,0,Atlanta,33.749,-84.38798,10.8,12.1,18.7
2018-01-05,"New York, NY",1125,-6.0,1381.0,AS,11,0,New York,40.71427,-74.00597,-11.2,0.1,29.4
2018-01-11,"Atlanta, GA",1515,54.0,692.0,DL,15,1,Atlanta,33.749,-84.38798,13.0,5.3,17.5
2018-01-15,"Baltimore, MD",1100,0.0,283.0,WN,11,0,Baltimore,39.29038,-76.61219,-5.3,0.0,8.8
2018-01-12,"Dallas/Fort Worth, TX",1711,12.0,731.0,DL,17,0,Dallas/Fort Worth,32.89595,-97.0372,-0.1,0.1,23.6
2018-01-08,"Orlando, FL",1325,-3.0,787.0,WN,13,0,Orlando,28.53834,-81.37924,15.1,0.4,11.1
2018-01-10,"Dallas/Fort Worth, TX",1457,-4.0,551.0,AA,14,0,Dallas/Fort Worth,32.89595,-97.0372,8.7,0.0,19.8
2018-01-25,"Detroit, MI",2031,10.0,529.0,DL,20,0,Detroit,42.33143,-83.04575,-2.5,0.0,8.6
2018-01-22,"New York, NY",1459,-9.0,762.0,DL,14,0,New York,40.71427,-74.00597,6.3,0.5,6.7
2018-01-27,"Houston, TX",2105,-3.0,1020.0,WN,21,0,Houston,29.76328,-95.36327,16.5,19.0,10.9
2018-01-24,"Houston, TX",1630,-5.0,1075.0,UA,16,0,Houston,29.76328,-95.36327,9.5,0.0,10.0
2018-01-25,"Detroit, MI",1047,-6.0,926.0,NK,10,0,Detroit,42.33143,-83.04575,-2.5,0.0,8.6
2018-01-03,"Honolulu, HI",1210,1.0,102.0,HA,12,0,Honolulu,21.30694,-157.85834,21.9,0.0,15.2
2018-01-07,"Dallas/Fort Worth, TX",1020,-2.0,431.0,AA,10,0,Dallas/Fort Worth,32.89595,-97.0372,12.4,5.1,23.1
2018-01-22,"Atlanta, GA",1455,7.0,404.0,WN,14,0,Atlanta,33.749,-84.38798,11.0,1.8,14.3
2018-01-25,"Kahului, HI",1522,-5.0,100.0,HA,15,0,Kahului,20.88953,-156.47432,22.1,0.0,11.7
2018-01-06,"Dallas/Fort Worth, TX",1835,36.0,695.0,AA,18,1,Dallas/Fort Worth,32.89595,-97.0372,7.5,0.0,11.2
2018-01-08,"Baltimore, MD",1210,54.0,883.0,WN,12,1,Baltimore,39.29038,-76.61219,-4.5,1.7,12.2
2018-01-24,"Charlotte, NC",1001,-9.0,449.0,F9,10,0,Charlotte,35.22709,-80.84313,7.2,0.0,9.8
2018-01-18,"Detroit, MI",1850,133.0,2079.0,UA,18,1,Detroit,42.33143,-83.04575,-6.1,0.0,26.0
2018-01-24,"Atlanta, GA",1515,1.0,707.0,DL,15,0,Atlanta,33.749,-84.38798,4.8,0.0,18.1
2018-01-30,"Orlando, FL",1604,-7.0,787.0,NK,16,0,Orlando,28.53834,-81.37924,13.3,0.0,17.0
2018-01-11,"Orlando, FL",1320,-1.0,404.0,DL,13,0,Orlando,28.53834,-81.37924,19.9,0.3,9.8
2018-01-05,"Orlando, FL",1913,10.0,854.0,UA,19,0,Orlando,28.53834,-81.37924,5.2,0.0,12.9
2018-01-14,"Atlanta, GA",1245,-4.0,404.0,NK,12,0,Atlanta,33.749,-84.38798,-3.5,0.0,11.7
2018-01-21,"Orlando, FL",630,-5.0,861.0,F9,6,0,Orlando,28.53834,-81.37924,16.4,0.1,9.3
2018-01-04,"Minneapolis, MN",2155,-11.0,190.0,DL,21,0,Minneapolis,44.97997,-93.26384,-22.1,0.0,8.6
2018-01-23,"Minneapolis, MN",2030,-4.0,1029.0,DL,20,0,Minneapolis,44.97997,-93.26384,-5.9,2.9,15.9
2018-01-05,"Dallas/Fort Worth, TX",1439,31.0,771.0,AA,14,1,Dallas/Fort Worth,32.89595,-97.0372,4.7,0.0,9.4
2018-01-12,"Minneapolis, MN",645,26.0,1399.0,DL,6,1,Minneapolis,44.97997,-93.26384,-18.6,0.0,13.0
2018-01-03,"Atlanta, GA",1905,-3.0,302.0,DL,19,0,Atlanta,33.749,-84.38798,-2.3,0.0,6.9
2018-01-28,"New York, NY",1625,-1.0,762.0,WN,16,0,New York,40.71427,-74.00597,8.9,4.1,12.9
2018-01-19,"Minneapolis, MN",1125,-4.0,174.0,DL,11,0,Minneapolis,44.97997,-93.26384,-0.3,0.0,9.4
2018-01-18,"Houston, TX",735,-4.0,689.0,UA,7,0,Houston,29.76328,-95.36327,-1.5,0.0,8.2
2018-01-03,"Minneapolis, MN",1750,7.0,1416.0,DL,17,0,Minneapolis,44.97997,-93.26384,-14.9,0.2,13.6
2018-01-20,"Atlanta, GA",1547,0.0,689.0,UA,15,0,Atlanta,33.749,-84.38798,3.6,0.0,8.9
2018-01-19,"Houston, TX",1210,-2.0,1325.0,UA,12,0,Houston,29.76328,-95.36327,6.9,0.3,10.4
2018-01-02,"Honolulu, HI",500,-2.0,216.0,HA,5,0,Honolulu,21.30694,-157.85834,22.4,0.0,12.8
2018-01-09,"Detroit, MI",1235,-7.0,228.0,WN,12,0,Detroit,42.33143,-83.04575,-2.6,0.0,11.9
2018-01-10,"Orlando, FL",829,-8.0,957.0,F9,8,0,Orlando,28.53834,-81.37924,19.5,3.9,10.8
2018-01-30,"New York, NY",1425,225.0,419.0,DL,14,1,New York,40.71427,-74.00597,0.6,2.4,15.8
2018-01-07,"Dallas/Fort Worth, TX",2230,-6.0,282.0,AA,22,0,Dallas/Fort Worth,32.89595,-97.0372,12.4,5.1,23.1
2018-01-20,"Minneapolis, MN",1120,85.0,196.0,DL,11,1,Minneapolis,44.97997,-93.26384,0.1,0.0,7.6
2018-01-18,"New York, NY",835,-5.0,733.0,NK,8,0,New York,40.71427,-74.00597,-4.9,0.0,17.1
2018-01-22,"Atlanta, GA",2120,-6.0,442.0,DL,21,0,Atlanta,33.749,-84.38798,11.0,1.8,14.3
2018-01-27,"Atlanta, GA",2130,-2.0,1747.0,NK,21,0,Atlanta,33.749,-84.38798,10.0,3.2,14.7
2018-01-22,"Houston, TX",1025,-3.0,912.0,UA,10,0,Houston,29.76328,-95.36327,17.0,5.9,19.5
2018-01-18,"Orlando, FL",940,-14.0,834.0,NK,9,0,Orlando,28.53834,-81.37924,4.4,0.0,16.3
2018-01-08,"Orlando, FL",1323,27.0,896.0,F9,13,1,Orlando,28.53834,-81.37924,15.1,0.4,11.1
2018-01-11,"New York, NY",1345,101.0,1183.0,DL,13,1,New York,40.71427,-74.00597,3.7,0.0,9.9
2018-01-27,"Houston, TX",1435,-6.0,851.0,UA,14,0,Houston,29.76328,-95.36327,16.5,19.0,10.9
2018-01-12,"Atlanta, GA",2144,67.0,1747.0,DL,21,1,Atlanta,33.749,-84.38798,13.7,19.9,15.2
2018-01-02,"New York, NY",1500,-6.0,762.0,DL,15,0,New York,40.71427,-74.00597,-8.5,0.0,17.1
2018-01-28,"Baltimore, MD",2215,-4.0,430.0,WN,22,0,Baltimore,39.29038,-76.61219,10.4,6.0,11.9
2018-01-22,"Kahului, HI",2157,-17.0,100.0,HA,21,0,Kahului,20.88953,-156.47432,23.2,0.2,26.3
2018-01-18,"Houston, TX",1620,0.0,643.0,UA,16,0,Houston,29.76328,-95.36327,-1.5,0.0,8.2
2018-01-03,"Atlanta, GA",2109,-3.0,214.0,DL,21,0,Atlanta,33.749,-84.38798,-2.3,0.0,6.9
2018-01-14,"Kahului, HI",1515,-6.0,84.0,HA,15,0,Kahului,20.88953,-156.47432,20.8,0.0,5.8
2018-01-11,"Atlanta, GA",1120,-6.0,874.0,DL,11,0,Atlanta,33.749,-84.38798,13.0,5.3,17.5
2018-01-09,"Honolulu, HI",516,-4.0,102.0,HA,5,0,Honolulu,21.30694,-157.85834,22.9,0.0,10.4
2018-01-07,"Des Moines, IA",903,41.0,589.0,F9,9,1,Des Moines,41.60054,-93.60911,-5.1,0.0,15.4
2018-01-22,"Atlanta, GA",1241,27.0,594.0,DL,12,1,Atlanta,33.749,-84.38798,11.0,1.8,14.3
2018-01-15,"Minneapolis, MN",850,22.0,596.0,DL,8,1,Minneapolis,44.97997,-93.26384,-13.9,2.5,17.4
2018-01-26,"Minneapolis, MN",1342,-4.0,1039.0,NK,13,0,Minneapolis,44.97997,-93.26384,1.5,0.0,15.8
2018-01-05,"Des Moines, IA",1715,-9.0,589.0,UA,17,0,Des Moines,41.60054,-93.60911,-15.1,0.0,6.5
2018-01-23,"Detroit, MI",1530,2.0,405.0,DL,15,0,Detroit,42.33143,-83.04575,4.7,3.1,23.2
2018-01-02,"Charlotte, NC",735,170.0,930.0,DL,7,1,Charlotte,35.22709,-80.84313,-6.3,0.0,9.9
2018-01-25,"Honolulu, HI",819,-5.0,102.0,HA,8,0,Honolulu,21.30694,-157.85834,23.5,0.0,17.4
2018-01-14,"Harrisburg, PA",1425,-8.0,94.0,UA,14,0,Harrisburg,40.2737,-76.88442,-8.2,0.0,14.7
2018-01-24,"Atlanta, GA",1659,3.0,746.0,DL,16,0,Atlanta,33.749,-84.38798,4.8,0.0,18.1
2018-01-23,"Detroit, MI",1210,10.0,957.0,DL,12,0,Detroit,42.33143,-83.04575,4.7,3.1,23.2
2018-01-27,"Houston, TX",1823,-11.0,744.0,UA,18,0,Houston,29.76328,-95.36327,16.5,19.0,10.9
2018-01-14,"Honolulu, HI",1155,-8.0,216.0,HA,11,0,Honolulu,21.30694,-157.85834,22.6,0.0,7.1
2018-01-25,"Houston, TX",1237,9.0,247.0,AA,12,0,Houston,29.76328,-95.36327,8.7,0.0,9.7
2018-01-22,"New York, NY",1521,-8.0,1005.0,DL,15,0,New York,40.71427,-74.00597,6.3,0.5,6.7
2018-01-08,"Atlanta, GA",2150,9.0,153.0,WN,21,0,Atlanta,33.749,-84.38798,-0.3,6.8,14.6
2018-01-15,"Detroit, MI",2031,22.0,529.0,DL,20,1,Detroit,42.33143,-83.04575,-7.0,2.0,17.1
2018-01-12,"Atlanta, GA",1101,75.0,164.0,DL,11,1,Atlanta,33.749,-84.38798,13.7,19.9,15.2
2018-01-13,"Dallas/Fort Worth, TX",1050,-6.0,247.0,AA,10,0,Dallas/Fort Worth,32.89595,-97.0372,0.9,0.0,11.1
2018-01-22,"Charlotte, NC",1316,-9.0,361.0,AA,13,0,Charlotte,35.22709,-80.84313,10.2,0.0,9.7
2018-01-23,"Detroit, MI",1225,-6.0,594.0,DL,12,0,Detroit,42.33143,-83.04575,4.7,3.1,23.2
2018-01-15,"Orlando, FL",1839,-2.0,957.0,NK,18,0,Orlando,28.53834,-81.37924,10.2,0.0,18.3
2018-01-31,"Houston, TX",1020,-4.0,1075.0,UA,10,0,Houston,29.76328,-95.36327,11.3,0.0,13.6
2018-01-22,"Atlanta, GA",1530,-7.0,481.0,DL,15,0,Atlanta,33.749,-84.38798,11.0,1.8,14.3
2018-01-08,"Houston, TX",1025,13.0,912.0,UA,10,0,Houston,29.76328,-95.36327,15.1,9.2,18.0
2018-01-09,"Baltimore, MD",1325,23.0,1209.0,WN,13,1,Baltimore,39.29038,-76.61219,2.4,1.5,12.6
2018-01-22,"Honolulu, HI",1305,-5.0,72.0,HA,13,0,Honolulu,21.30694,-157.85834,23.1,0.2,19.3
2018-01-28,"Orlando, FL",710,-2.0,787.0,WN,7,0,Orlando,28.53834,-81.37924,20.1,7.8,14.1
2018-01-09,"Atlanta, GA",1305,119.0,1199.0,WN,13,1,Atlanta,33.749,-84.38798,6.6,3.1,10.8
2018-01-01,"Orlando, FL",1647,-5.0,1310.0,DL,16,0,Orlando,28.53834,-81.37924,12.8,4.9,13.6
2018-01-23,"Orlando, FL",755,-7.0,971.0,F9,7,0,Orlando,28.53834,-81.37924,21.4,1.4,15.9
2018-01-01,"Atlanta, GA",1139,1.0,606.0,DL,11,0,Atlanta,33.749,-84.38798,-4.5,0.0,18.5
2018-01-19,"Orlando, FL",1323,-3.0,896.0,F9,13,0,Orlando,28.53834,-81.37924,7.0,0.0,7.0
2018-01-25,"Baltimore, MD",620,-7.0,369.0,WN,6,0,Baltimore,39.29038,-76.61219,0.7,0.0,12.9
2018-01-25,"Detroit, MI",1701,-2.0,500.0,AA,17,0,Detroit,42.33143,-83.04575,-2.5,0.0,8.6
2018-01-08,"Charlotte, NC",1145,-2.0,388.0,AA,11,0,Charlotte,35.22709,-80.84313,-2.1,0.2,7.4
2018-01-11,"Charlotte, NC",1001,-6.0,484.0,F9,10,0,Charlotte,35.22709,-80.84313,12.4,0.0,13.9
2018-01-23,"Atlanta, GA",857,3.0,666.0,DL,8,0,Atlanta,33.749,-84.38798,10.8,12.1,18.7
2018-01-11,"Minneapolis, MN",1612,45.0,1310.0,DL,16,1,Minneapolis,44.97997,-93.26384,-6.0,4.3,16.2
2018-01-10,"Atlanta, GA",1738,-4.0,2182.0,DL,17,0,Atlanta,33.749,-84.38798,12.3,0.0,15.6
2018-01-24,"Minneapolis, MN",2030,-6.0,980.0,DL,20,0,Minneapolis,44.97997,-93.26384,-8.3,0.0,6.2
2018-01-24,"Dallas/Fort Worth, TX",1055,-7.0,569.0,AA,10,0,Dallas/Fort Worth,32.89595,-97.0372,6.6,0.0,5.8
2018-01-12,"Atlanta, GA",1829,46.0,666.0,DL,18,1,Atlanta,33.749,-84.38798,13.7,19.9,15.2
2018-01-12,"Minneapolis, MN",1200,-5.0,908.0,UA,12,0,Minneapolis,44.97997,-93.26384,-18.6,0.0,13.0
