delayed,marketing_airline_network,airport_code,destcityname,distance,year,month,dayofmonth,day_of_week,hour,temp_mean,precipitation,wind_speed
0,UA,PHL,"Chicago, IL",1091.1325199999999,2019,1,17,3,11,-18.72222222222222,0.4,10.8
0,UA,BJC,"Moline, IL",1210.22368,2019,10,14,0,11,-12.222222222222221,0.0,21.8
0,AA,LAX,"Honolulu, HI",3176.83716,2019,11,23,5,9,-9.055555555555555,0.0,17.2
0,WN,SJC,"Los Angeles, CA",495.67672,2019,10,30,2,22,-9.055555555555555,0.0,13.9
0,UA,PWM,"Newark, NJ",457.05255999999997,2019,12,3,1,6,-18.833333333333332,4.5,30.9
0,WN,SJC,"Burbank, CA",476.36464,2019,10,3,3,15,-8.444444444444445,0.0,21.8
0,UA,BJC,"Indianapolis, IN",1572.32518,2019,10,2,2,11,-10.555555555555555,0.8,16.2
1,AA,CLT,"Newport News/Williamsburg, VA",453.83388,2019,11,30,5,18,-11.194444444444445,4.5,11.9
0,WN,SMF,"Santa Ana, CA",650.17336,2019,10,11,4,15,-8.277777777777779,0.0,9.4
0,AA,SAN,"Phoenix, AZ",489.23936,2019,1,30,2,12,-10.0,0.1,12.0
0,DL,BOS,"Chicago, IL",1395.29778,2019,10,19,5,11,-12.416666666666666,0.0,15.6
0,UA,RAP,"Denver, CO",482.802,2019,10,26,5,13,-15.027777777777779,2.1,38.7
0,NK,MSY,"Houston, TX",490.8487,2019,1,8,1,8,-7.888888888888889,0.0,11.8
0,F9,GRR,"Tampa, FL",1675.32294,2019,1,17,3,14,-19.583333333333332,1.0,11.2
0,AA,CLT,"Myrtle Beach, SC",252.66638,2019,1,10,3,20,-16.416666666666668,0.0,15.5
1,UA,EWR,"Milwaukee, WI",1166.7715,2019,1,21,0,16,-25.27777777777778,0.0,34.1
0,DL,OAK,"Salt Lake City, UT",946.29192,2019,1,31,3,13,-10.583333333333334,4.5,12.2
0,AA,DTW,"Washington, DC",651.7827,2019,10,29,1,6,-11.222222222222221,0.8,18.7
0,WN,ORD,"Columbus, OH",455.44322,2019,11,19,1,11,-17.02777777777778,1.2,6.6
0,DL,SMF,"Salt Lake City, UT",856.16888,2019,12,13,4,10,-11.333333333333334,4.2,15.1
0,WN,DEN,"Chicago, IL",1440.3593,2019,1,11,4,20,-17.305555555555557,4.5,19.2
0,AA,PHX,"Burbank, CA",593.84646,2019,11,5,1,15,-5.444444444444445,0.0,10.6
0,AS,PDX,"Boise, ID",553.61296,2019,1,25,4,22,-15.25,0.0,6.3
1,UA,HSV,"Chicago, IL",820.7634,2019,1,29,1,18,-16.36111111111111,4.5,22.0
0,DL,ATL,"San Jose, CA",3176.83716,2019,1,11,4,9,-16.0,0.0,13.4
0,WN,DTW,"St. Louis, MO",708.1096,2019,1,7,0,9,-15.13888888888889,3.8,31.1
0,DL,DCA,"Detroit, MI",616.37722,2019,12,14,5,9,-13.61111111111111,4.5,24.9
0,WN,LAS,"Los Angeles, CA",379.80424,2019,11,30,5,7,-16.13888888888889,0.0,13.6
1,WN,IAH,"Atlanta, GA",1120.1006399999999,2019,10,6,6,19,-3.083333333333334,0.8,11.7
0,UA,ORD,"Miami, FL",1926.37998,2019,1,3,3,19,-18.055555555555557,0.0,20.5
0,AA,HOU,"Miami, FL",1551.40376,2019,10,20,6,17,-3.0277777777777772,4.5,23.4
0,DL,ATL,"Hartford, CT",1382.42306,2019,11,3,6,21,-13.083333333333334,0.0,14.5
0,AS,SFO,"Seattle, WA",1092.74186,2019,1,23,2,16,-12.472222222222221,0.0,10.9
0,WN,ATL,"Indianapolis, IN",695.23488,2019,1,15,1,15,-15.777777777777779,0.0,18.1
0,AS,BFI,"Pasco/Kennewick/Richland, WA",276.80648,2019,11,3,6,17,-13.777777777777779,0.0,8.9
0,AA,DCA,"Manchester, NH",653.39204,2019,11,2,5,18,-14.11111111111111,0.0,9.9
1,WN,PWM,"Baltimore, MD",727.42168,2019,12,19,3,14,-23.0,0.2,25.6
0,AS,SEA,"Pasco/Kennewick/Richland, WA",276.80648,2019,12,9,0,21,-15.027777777777779,0.0,9.7
0,AA,PHL,"Charlotte, NC",722.59366,2019,10,2,2,17,-2.1388888888888897,0.0,23.7
0,DL,BNA,"Salt Lake City, UT",2259.51336,2019,1,26,5,16,-16.194444444444443,0.0,17.4
0,WN,LAS,"San Francisco, CA",666.26676,2019,10,29,1,21,-12.166666666666666,0.0,25.0
0,AA,PHL,"Manchester, NH",465.09926,2019,10,5,5,21,-10.777777777777779,0.0,15.3
0,WN,OAK,"Burbank, CA",523.0355,2019,10,27,6,12,-8.499999999999998,0.0,34.8
0,UA,IAH,"Salt Lake City, UT",1923.1613,2019,11,17,6,18,-11.722222222222221,0.0,9.1
0,DL,PIT,"Boston, MA",798.23264,2019,11,15,4,20,-17.166666666666668,0.0,13.1
0,UA,SFO,"Eugene, OR",725.81234,2019,12,30,0,20,-11.86111111111111,0.4,16.4
0,UA,LAX,"San Francisco, CA",542.34758,2019,11,9,5,19,-6.277777777777778,0.0,22.0
0,G4,LUK,"St. Petersburg, FL",1248.84784,2019,12,28,5,6,-12.194444444444445,0.8,13.9
0,UA,SFO,"Medford, OR",529.47286,2019,1,15,1,19,-11.722222222222221,4.5,21.0
0,AA,JAX,"Miami, FL",539.1289,2019,1,31,3,12,-14.38888888888889,0.0,15.1
0,DL,IND,"Salt Lake City, UT",2180.6557,2019,10,4,4,8,-8.86111111111111,0.0,14.8
0,WN,HOU,"New Orleans, LA",486.02067999999997,2019,1,31,3,6,-10.305555555555555,4.5,26.0
0,DL,SNA,"Seattle, WA",1573.93452,2019,10,24,3,11,-3.6666666666666674,0.0,33.5
0,NK,LAX,"Chicago, IL",2806.68896,2019,10,18,4,15,-8.027777777777779,0.0,24.1
0,AA,RDU,"Washington, DC",365.32018,2019,1,29,1,10,-14.722222222222221,4.5,26.4
0,UA,BFF,"Denver, CO",241.401,2019,1,2,2,6,-20.02777777777778,0.0,25.6
0,AA,MDT,"Boston, MA",539.1289,2019,1,4,4,17,-16.194444444444443,3.1,10.7
0,WN,PHX,"Houston, TX",1641.5268,2019,12,6,4,6,-9.277777777777779,0.0,9.7
0,DL,ATL,"Salt Lake City, UT",2558.8506,2019,1,25,4,14,-16.055555555555557,0.0,18.3
0,B6,EWR,"Tampa, FL",1604.51198,2019,10,25,4,15,-10.88888888888889,0.0,9.9
0,DL,TUS,"Salt Lake City, UT",967.21334,2019,10,6,6,7,-4.083333333333334,0.0,12.3
0,G4,MDT,"St. Petersburg, FL",1467.71808,2019,11,6,2,19,-13.777777777777779,0.0,12.1
0,WN,DAL,"Fort Lauderdale, FL",1783.14872,2019,10,2,2,21,-1.3333333333333326,0.0,23.4
1,B6,JFK,"Syracuse, NY",336.35206,2019,1,14,0,17,-18.944444444444443,0.0,20.1
1,AA,DEN,"Phoenix, AZ",968.82268,2019,12,20,4,14,-16.555555555555557,0.0,19.3
0,DL,JFK,"Birmingham, AL",1393.68844,2019,11,1,4,11,-10.38888888888889,4.5,38.7
1,AA,SAV,"Washington, DC",835.24746,2019,12,13,4,14,-11.36111111111111,4.5,16.1
0,AA,DCA,"Chicago, IL",984.91608,2019,11,24,6,10,-13.722222222222221,4.5,29.8
0,DL,BFI,"Indianapolis, IN",3003.02844,2019,10,18,4,9,-12.5,4.5,26.9
0,UA,BJC,"Dallas/Fort Worth, TX",1031.58694,2019,12,9,0,17,-20.166666666666668,0.0,14.0
0,NK,RDU,"Chicago, IL",1039.63364,2019,12,21,5,18,-15.88888888888889,0.0,8.4
0,WN,IAH,"Midland/Odessa, TX",709.71894,2019,11,23,5,19,-11.0,0.0,16.9
0,UA,SBP,"Denver, CO",1498.29554,2019,1,14,0,5,-11.25,4.5,21.0
0,AA,PDK,"Charlotte, NC",363.71084,2019,11,30,5,12,-9.333333333333334,1.0,17.0
0,AA,MDW,"Oklahoma City, OK",1115.27262,2019,10,6,6,20,-9.63888888888889,0.1,19.1
0,AS,BFI,"Spokane, WA",360.49216,2019,10,23,2,13,-12.694444444444445,0.0,13.6
0,UA,SFO,"St. Louis, MO",2792.2049,2019,1,1,1,10,-13.5,0.0,16.3
0,DL,ABQ,"Los Angeles, CA",1089.52318,2019,10,12,5,12,-11.222222222222221,0.0,12.1
0,B6,LGB,"New York, NY",3176.83716,2019,10,28,0,12,-7.388888888888889,0.0,16.9
0,DL,SAT,"Detroit, MI",1953.73876,2019,12,17,1,7,-13.833333333333334,0.0,25.6
0,WN,PDK,"Denver, CO",1929.5986599999999,2019,10,26,5,13,-6.388888888888889,4.4,30.4
0,AA,CLT,"Sarasota/Bradenton, FL",880.30898,2019,10,16,2,14,-8.416666666666666,4.5,20.3
0,UA,ORD,"Grand Rapids, MI",220.47958,2019,1,22,1,11,-21.444444444444443,4.5,18.5
0,DL,PDK,"Memphis, TN",534.30088,2019,1,9,2,11,-13.5,0.0,28.7
0,UA,BTR,"Houston, TX",407.16302,2019,1,29,1,5,-14.222222222222221,4.5,34.2
0,DL,JFK,"Miami, FL",1752.57126,2019,11,20,2,11,-14.916666666666666,0.0,23.1
0,DL,MSP,"Aberdeen, SD",413.60038,2019,11,8,4,22,-19.944444444444443,0.0,17.7
0,DL,MSP,"New York, NY",1641.5268,2019,10,29,1,15,-17.694444444444443,0.0,11.5
0,UA,CLE,"Newark, NJ",650.17336,2019,11,14,3,16,-17.444444444444443,0.5,18.0
0,DL,SLC,"Portland, OR",1013.8842,2019,10,26,5,11,-12.805555555555555,0.0,29.6
0,WN,SEA,"Las Vegas, NV",1395.29778,2019,1,16,2,18,-14.75,0.0,27.1
1,DL,ATL,"New Orleans, LA",683.9695,2019,10,28,0,10,-8.833333333333334,0.0,9.8
1,WN,AUS,"Albuquerque, NM",996.18146,2019,10,20,6,18,-3.7222222222222223,4.5,27.2
0,AA,CLT,"Nashville, TN",527.86352,2019,11,3,6,22,-13.0,0.0,12.4
0,UA,BUF,"Newark, NJ",453.83388,2019,12,10,1,14,-15.944444444444445,3.8,33.0
0,DL,BFI,"Boise, ID",642.12666,2019,11,29,4,15,-17.25,0.0,11.7
0,AS,PDX,"Kona, HI",3176.83716,2019,1,16,2,8,-16.52777777777778,4.5,38.7
0,UA,IAH,"Huntsville, AL",957.5572999999999,2019,10,7,0,19,-4.416666666666667,0.4,18.8
0,DL,MSP,"Kansas City, MO",632.47062,2019,11,4,0,17,-16.72222222222222,0.9,18.3
1,DL,SFB,"New York, NY",1528.873,2019,10,9,2,15,-4.361111111111112,4.5,20.4
1,DL,MDW,"New York, NY",1179.64622,2019,11,4,0,15,-13.5,0.0,23.9
0,UA,ORD,"Denver, CO",1429.09392,2019,11,19,1,16,-17.02777777777778,1.2,6.6
0,DL,SBA,"Salt Lake City, UT",989.7441,2019,12,17,1,13,-11.63888888888889,0.0,10.7
0,DL,LEX,"Atlanta, GA",489.23936,2019,12,12,3,8,-16.666666666666668,0.0,13.4
1,F9,ICT,"Denver, CO",675.9228,2019,10,20,6,19,-8.916666666666666,1.9,30.9
0,WN,PIT,"Orlando, FL",1342.18956,2019,1,14,0,10,-20.805555555555557,0.0,9.4
0,AA,PHL,"Los Angeles, CA",3176.83716,2019,10,22,1,10,-9.222222222222221,4.5,20.4
0,UA,IAH,"El Paso, TX",1073.42978,2019,11,30,5,14,-4.416666666666667,4.5,27.3
0,DL,CAK,"Atlanta, GA",849.73152,2019,11,18,0,17,-14.972222222222221,0.0,9.3
0,DL,ROC,"Minneapolis, MN",1260.11322,2019,10,15,1,6,-12.38888888888889,0.0,13.3
0,AA,LGA,"San Francisco, CA",3176.83716,2019,1,19,5,7,-17.916666666666668,4.5,19.0
0,AS,DAL,"San Francisco, CA",2375.38584,2019,1,1,1,18,-15.583333333333334,0.0,24.9
0,B6,LGA,"Los Angeles, CA",3176.83716,2019,10,14,0,8,-7.944444444444445,0.0,18.1
0,UA,ORD,"State College, PA",849.73152,2019,11,9,5,9,-16.666666666666668,0.0,18.4
0,AA,CLT,"Baltimore, MD",580.97174,2019,11,30,5,8,-11.194444444444445,4.5,11.9
0,AS,MCI,"San Diego, CA",2146.85956,2019,10,15,1,9,-11.222222222222221,0.0,23.0
0,WN,MDW,"Oakland, CA",2967.62296,2019,1,15,1,9,-19.416666666666668,0.0,22.2
0,AS,SEA,"Wenatchee, WA",159.32466,2019,12,12,3,13,-14.055555555555555,4.5,22.4
0,DL,LAX,"Portland, OR",1342.18956,2019,1,8,1,15,-9.722222222222221,0.0,13.5
0,WN,BJC,"Chicago, IL",1440.3593,2019,10,23,2,21,-14.777777777777779,4.5,29.1
0,G4,SYR,"St. Petersburg, FL",1787.97674,2019,12,27,4,10,-14.583333333333334,4.2,20.4
1,AA,LGA,"Memphis, TN",1549.79442,2019,12,1,6,17,-17.583333333333332,4.5,35.1
0,DL,LGA,"Raleigh/Durham, NC",687.18818,2019,11,7,3,20,-12.61111111111111,4.1,20.3
1,AA,ORD,"Las Vegas, NV",2436.54076,2019,12,11,2,17,-21.444444444444443,0.4,15.4
0,DL,BOS,"Atlanta, GA",1522.43564,2019,1,1,1,18,-13.972222222222221,4.5,37.9
0,WN,MDW,"New Orleans, LA",1327.7055,2019,10,24,3,8,-13.527777777777779,0.1,15.5
0,WN,FLL,"Tampa, FL",317.03998,2019,10,29,1,6,-2.4166666666666674,1.0,18.4
0,AA,SHV,"Dallas/Fort Worth, TX",305.7746,2019,10,31,3,16,-14.13888888888889,2.4,27.1
0,F9,MIA,"Philadelphia, PA",1630.26142,2019,10,12,5,16,-3.3888888888888897,4.5,18.4
1,WN,PDK,"Chicago, IL",951.11994,2019,12,28,5,9,-9.63888888888889,0.9,18.5
0,DL,ATL,"West Palm Beach/Palm Beach, FL",877.0903,2019,1,8,1,8,-10.055555555555555,0.4,23.9
1,UA,LAS,"Denver, CO",1010.66552,2019,10,27,6,9,-9.5,0.0,38.5
0,WN,SMF,"Phoenix, AZ",1041.24298,2019,11,29,4,20,-14.194444444444445,0.0,11.8
0,AS,SEA,"Burbank, CA",1507.95158,2019,1,19,5,12,-13.916666666666666,4.5,22.9
0,AA,ICT,"Dallas/Fort Worth, TX",527.86352,2019,11,11,0,14,-18.083333333333332,2.0,38.7
1,DL,HOU,"Minneapolis, MN",1664.05756,2019,12,20,4,16,-11.916666666666666,1.8,16.9
1,DL,HOU,"New York, NY",2278.82544,2019,1,18,4,12,-8.61111111111111,1.0,26.5
0,WN,MHT,"Tampa, FL",1937.64536,2019,12,12,3,6,-19.72222222222222,0.0,15.6
0,AA,ORD,"Cleveland, OH",506.9421,2019,11,4,0,22,-13.694444444444445,0.2,20.7
0,UA,MDW,"Mosinee, WI",342.78942,2019,10,4,4,10,-11.25,0.5,18.5
0,AA,ELP,"Phoenix, AZ",558.44098,2019,11,7,3,18,-11.055555555555555,0.0,27.2
0,DL,SBA,"Salt Lake City, UT",989.7441,2019,11,10,6,16,-6.833333333333332,0.0,8.2
1,AA,PHL,"Memphis, TN",1408.1725,2019,1,24,3,21,-13.63888888888889,4.5,34.9
0,DL,MDT,"Detroit, MI",597.06514,2019,1,16,2,5,-18.055555555555557,0.0,18.6
0,NK,MDW,"Los Angeles, CA",2806.68896,2019,1,25,4,9,-26.166666666666664,0.9,20.0
1,WN,SAN,"Phoenix, AZ",489.23936,2019,12,27,4,18,-12.527777777777779,0.0,11.5
0,AA,ATL,"Philadelphia, PA",1071.82044,2019,10,5,5,7,-4.527777777777777,2.6,24.9
1,UA,ORD,"Dayton, OH",386.2416,2019,10,24,3,11,-13.527777777777779,0.0,12.2
0,DL,BFI,"Santa Ana, CA",1573.93452,2019,11,19,1,13,-13.416666666666666,2.8,21.7
0,UA,BJC,"El Paso, TX",906.05842,2019,10,25,4,15,-15.583333333333334,0.0,17.1
0,AA,LAS,"Washington, DC",3176.83716,2019,1,21,0,13,-12.555555555555555,0.2,38.7
1,UA,CPR,"Denver, CO",370.1482,2019,11,26,1,18,-23.75,4.1,22.7
1,AA,CLT,"Daytona Beach, FL",669.48544,2019,12,31,1,15,-13.083333333333334,0.0,17.6
0,WN,ORD,"Dallas, TX",1276.20662,2019,1,24,3,13,-23.416666666666668,0.0,23.4
0,AA,ATL,"Charlotte, NC",363.71084,2019,1,22,1,7,-16.38888888888889,0.0,24.1
0,B6,PDK,"Boston, MA",1522.43564,2019,1,17,3,13,-15.5,1.3,12.7
0,AA,IND,"Charlotte, NC",687.18818,2019,11,13,2,19,-21.805555555555557,0.0,16.9
0,UA,MDW,"Columbia, MO",506.9421,2019,11,18,0,19,-16.13888888888889,0.0,11.6
0,AS,BNA,"Seattle, WA",3176.83716,2019,10,20,6,17,-7.777777777777778,0.3,9.8
0,AA,CLT,"Augusta, GA",225.3076,2019,10,29,1,16,-7.000000000000001,1.0,11.9
0,AA,DAY,"Dallas/Fort Worth, TX",1385.64174,2019,10,23,2,11,-11.777777777777779,0.0,22.4
0,UA,IAH,"Pensacola, FL",786.96726,2019,10,13,6,21,-6.888888888888888,0.5,8.8
0,UA,IAH,"Lafayette, LA",323.47734,2019,10,4,4,18,-2.8611111111111103,0.7,10.4
0,WN,ATL,"Phoenix, AZ",2554.02258,2019,10,8,1,17,-5.527777777777778,4.5,17.9
0,UA,CLE,"Washington, DC",463.48992,2019,10,13,6,20,-10.777777777777779,0.0,26.3
0,UA,JAX,"Washington, DC",1013.8842,2019,10,13,6,19,-4.416666666666667,0.0,17.2
0,DL,JFK,"Phoenix, AZ",3176.83716,2019,10,30,2,8,-8.555555555555555,1.5,11.8
0,DL,BJC,"Minneapolis, MN",1094.3512,2019,10,24,3,18,-18.88888888888889,2.3,12.7
0,DL,PDK,"New Orleans, LA",683.9695,2019,11,1,4,17,-13.944444444444445,0.0,22.7
0,WN,MCI,"Fort Lauderdale, FL",1998.80028,2019,10,23,2,14,-10.166666666666666,0.0,27.4
0,DL,PDK,"Brunswick, GA",383.02292,2019,1,2,2,15,-11.277777777777779,4.5,10.2
0,WN,LAS,"Atlanta, GA",2811.51698,2019,12,7,5,9,-12.11111111111111,0.1,10.1
0,WN,DCA,"Dallas, TX",1905.45856,2019,11,28,3,12,-13.694444444444445,0.0,32.1
1,AA,ALB,"Chicago, IL",1163.5528199999999,2019,1,26,5,17,-22.666666666666668,0.1,11.7
0,WN,HOU,"Oakland, CA",2642.53628,2019,1,30,2,17,-13.583333333333334,0.0,17.2
0,DL,VLD,"Atlanta, GA",334.74272,2019,11,3,6,6,-10.027777777777779,0.0,14.8
0,DL,RDU,"Washington, DC",365.32018,2019,1,31,3,6,-18.833333333333332,0.0,11.0
0,DL,PDK,"Knoxville, TN",244.61968,2019,10,25,4,8,-8.305555555555555,4.5,20.7
0,DL,ATL,"Raleigh/Durham, NC",572.92504,2019,1,16,2,20,-15.38888888888889,0.0,17.0
0,UA,GSP,"Newark, NJ",955.94796,2019,1,18,4,11,-12.86111111111111,0.0,14.8
1,DL,MSP,"Kansas City, MO",632.47062,2019,10,1,1,17,-9.944444444444445,4.5,16.6
0,WN,SJC,"Las Vegas, NV",621.20524,2019,10,14,0,18,-8.833333333333334,0.0,17.7
0,WN,JAX,"Dallas, TX",1459.67138,2019,11,22,4,11,-8.083333333333334,0.0,10.4
1,AA,LEX,"Charlotte, NC",452.22454,2019,10,30,2,19,-9.916666666666666,4.5,15.3
0,AA,OPF,"Boston, MA",2024.54972,2019,10,3,3,12,-2.9444444444444446,1.5,19.4
0,DL,LGA,"Norfolk, VA",466.7086,2019,1,20,6,14,-18.75,4.5,31.9
0,UA,DEN,"Knoxville, TN",1870.05308,2019,10,20,6,11,-14.36111111111111,0.0,37.7
0,AA,MDW,"Miami, FL",1926.37998,2019,11,6,2,6,-14.944444444444445,1.0,27.7
0,UA,BJC,"Wichita, KS",675.9228,2019,10,24,3,7,-18.88888888888889,2.3,12.7
0,UA,CLE,"Washington, DC",463.48992,2019,1,19,5,10,-19.416666666666668,4.5,36.8
0,AA,ORD,"Birmingham, AL",939.85456,2019,1,5,5,18,-15.055555555555555,0.0,18.6
0,UA,RDD,"Los Angeles, CA",806.27934,2019,11,2,5,6,-8.805555555555554,0.0,9.7
0,AA,LGA,"St. Louis, MO",1429.09392,2019,10,5,5,12,-11.666666666666666,0.0,16.6
0,AS,LAX,"Fort Lauderdale, FL",3176.83716,2019,1,17,3,23,-9.805555555555555,4.5,26.9
0,DL,LGA,"Rochester, NY",408.77236,2019,11,28,3,10,-14.36111111111111,0.1,35.6
0,DL,ELM,"Detroit, MI",534.30088,2019,12,15,6,9,-18.11111111111111,0.3,24.5
0,B6,LGB,"Oakland, CA",568.09702,2019,1,28,0,9,-10.055555555555555,0.0,8.2
0,UA,DTW,"Washington, DC",616.37722,2019,10,1,1,10,-4.027777777777778,0.0,19.9
0,WN,HOU,"Denver, CO",1421.04722,2019,11,11,0,10,-9.38888888888889,2.2,33.9
0,UA,IAH,"Alexandria, LA",305.7746,2019,11,15,4,19,-12.805555555555555,0.0,12.1
1,AA,ABQ,"Dallas/Fort Worth, TX",915.71446,2019,10,4,4,14,-7.611111111111111,4.5,15.6
0,WN,ORD,"Atlanta, GA",951.11994,2019,10,2,2,21,-6.888888888888888,4.5,19.0
0,WN,BJC,"Phoenix, AZ",968.82268,2019,1,19,5,13,-18.805555555555557,0.0,18.4
0,UA,DCA,"Knoxville, TN",675.9228,2019,1,14,0,8,-19.11111111111111,0.5,11.7
0,DL,JFK,"Washington, DC",366.92952,2019,10,22,1,21,-9.88888888888889,4.5,29.0
0,DL,PDK,"Kansas City, MO",1113.66328,2019,1,16,2,22,-15.472222222222221,0.0,16.8
0,UA,DCA,"Newark, NJ",320.25866,2019,10,21,0,11,-10.055555555555555,0.0,12.5
0,DL,PIT,"Boston, MA",798.23264,2019,1,8,1,14,-12.694444444444445,3.0,28.6
0,DL,PDK,"Greer, SC",246.22902,2019,1,27,6,17,-15.222222222222221,0.0,9.9
0,WN,PHX,"Oakland, CA",1039.63364,2019,1,27,6,16,-9.972222222222221,0.0,15.0
0,WN,IND,"Fort Lauderdale, FL",1617.3867,2019,1,8,1,6,-13.11111111111111,0.0,35.5
1,UA,BJC,"Sacramento, CA",1462.89006,2019,10,8,1,22,-9.222222222222221,0.0,13.8
0,B6,SYR,"New York, NY",336.35206,2019,10,18,4,20,-13.416666666666666,0.3,18.6
0,B6,LGA,"Seattle, WA",3176.83716,2019,1,3,3,8,-15.88888888888889,0.1,24.9
0,F9,BJC,"Phoenix, AZ",968.82268,2019,12,10,1,22,-20.805555555555557,0.0,10.9
0,WN,SMF,"Phoenix, AZ",1041.24298,2019,11,22,4,10,-10.944444444444445,0.0,9.1
1,F9,RSW,"Grand Rapids, MI",1845.91298,2019,1,21,0,6,-11.13888888888889,0.0,16.3
0,WN,ATL,"Fort Lauderdale, FL",935.02654,2019,10,19,5,12,-10.694444444444445,4.5,31.1
0,UA,BJC,"Santa Barbara, CA",1474.15544,2019,10,7,0,7,-10.75,0.0,11.2
0,WN,ORD,"Ontario, CA",2745.53404,2019,1,18,4,19,-18.805555555555557,2.9,17.8
0,AA,MEI,"Chicago, IL",1073.42978,2019,11,18,0,12,-12.555555555555555,0.0,10.4
0,DL,PDK,"Boston, MA",1522.43564,2019,11,17,6,11,-12.305555555555555,0.4,11.8
0,WN,DEN,"San Antonio, TX",1277.81596,2019,10,15,1,20,-13.555555555555555,0.0,15.7
1,UA,DEN,"Ontario, CA",1318.04946,2019,1,25,4,19,-21.27777777777778,0.0,12.6
0,DL,GEG,"Seattle, WA",360.49216,2019,12,17,1,18,-18.416666666666668,0.0,14.5
1,AA,SAV,"Charlotte, NC",342.78942,2019,1,27,6,19,-14.25,0.2,10.1
0,AA,LAX,"Dallas/Fort Worth, TX",1987.5348999999999,2019,12,20,4,7,-10.305555555555555,0.0,17.1
0,DL,DCA,"Cincinnati, OH",661.43874,2019,11,16,5,10,-15.694444444444445,0.0,21.2
0,DL,DTW,"Chicago, IL",378.1949,2019,10,23,2,20,-11.88888888888889,0.0,27.5
1,UA,BJC,"Hays, KS",479.58332,2019,10,25,4,14,-15.583333333333334,0.0,17.1
0,NK,BWI,"Las Vegas, NV",3176.83716,2019,1,4,4,7,-15.36111111111111,2.3,13.8
0,AA,PHX,"Tucson, AZ",177.0274,2019,1,10,3,16,-10.333333333333334,0.0,10.5
0,UA,SBA,"San Francisco, CA",421.64708,2019,10,14,0,14,-8.333333333333334,0.0,8.9
0,AA,MDW,"Sioux City, IA",701.67224,2019,1,27,6,13,-26.166666666666664,0.0,16.6
0,DL,ATL,"Austin, TX",1308.39342,2019,11,22,4,13,-10.055555555555555,1.1,18.2
0,AA,PHL,"Charleston, SC",885.137,2019,1,11,4,18,-19.083333333333332,0.0,23.7
0,AS,SEA,"Missoula, MT",626.03326,2019,1,10,3,12,-12.777777777777779,2.5,19.1
0,AA,PIT,"New York, NY",539.1289,2019,1,6,6,20,-17.11111111111111,0.0,18.7
0,AA,JFK,"Eagle, CO",2798.64226,2019,12,28,5,11,-14.694444444444445,0.0,18.6
0,DL,SFO,"Atlanta, GA",3176.83716,2019,11,6,2,7,-9.972222222222221,0.0,10.8
0,WN,BNA,"Dallas, TX",1002.61882,2019,11,14,3,16,-15.583333333333334,0.0,12.3
0,AA,CMH,"Chicago, IL",476.36464,2019,11,14,3,11,-17.97222222222222,0.0,14.0
0,WN,DEN,"Omaha, NE",759.60848,2019,1,5,5,17,-14.472222222222221,0.0,13.5
0,DL,PHX,"Los Angeles, CA",595.4558,2019,10,6,6,19,-3.1944444444444446,0.0,11.0
0,WN,MDW,"Austin, TX",1564.27848,2019,10,18,4,14,-13.0,0.0,16.1
0,UA,LIH,"Denver, CO",3176.83716,2019,10,16,2,19,-4.166666666666667,4.5,18.0
0,DL,MSP,"Richmond, VA",1561.0598,2019,1,24,3,17,-26.13888888888889,0.6,26.5
0,DL,PLN,"Detroit, MI",391.06962,2019,10,19,5,6,-12.25,0.0,15.8
0,UA,MDW,"Greer, SC",928.5891799999999,2019,11,2,5,8,-16.166666666666668,0.4,29.2
0,AS,SEA,"Fresno, CA",1203.78632,2019,10,28,0,9,-14.916666666666666,0.0,14.9
0,DL,JFK,"Nashville, TN",1229.53576,2019,10,13,6,16,-9.916666666666666,0.2,15.6
0,UA,ALB,"Chicago, IL",1163.5528199999999,2019,11,10,6,13,-15.583333333333334,0.0,15.7
0,WN,DEN,"Ontario, CA",1318.04946,2019,1,29,1,21,-23.5,0.0,13.0
0,UA,MDW,"Detroit, MI",378.1949,2019,10,21,0,10,-9.777777777777779,4.5,33.7
0,AA,CLT,"Boston, MA",1171.59952,2019,12,13,4,13,-15.527777777777779,4.5,18.4
0,WN,RSW,"Dallas, TX",1617.3867,2019,1,28,0,15,-11.805555555555555,1.7,20.8
1,DL,ROA,"Atlanta, GA",574.5343799999999,2019,12,4,2,14,-15.333333333333334,0.0,26.9
1,AA,CLT,"Toledo, OH",749.95244,2019,12,6,4,20,-13.75,0.0,11.4
0,WN,MCO,"Baltimore, MD",1266.55058,2019,1,5,5,17,-9.277777777777779,0.0,20.3
0,UA,DEN,"Kearney, NE",490.8487,2019,12,3,1,13,-16.5,0.0,15.5
1,WN,PHX,"San Jose, CA",999.40014,2019,10,11,4,20,-4.888888888888889,0.0,21.3
0,F9,ATL,"Cincinnati, OH",600.28382,2019,11,5,1,8,-9.694444444444445,1.8,13.4
1,WN,PHX,"Baltimore, MD",3176.83716,2019,10,11,4,12,-4.888888888888889,0.0,21.3
1,UA,SFO,"Bend/Redmond, OR",743.51508,2019,12,31,1,10,-11.527777777777779,0.0,9.4
1,DL,RAP,"Minneapolis, MN",786.96726,2019,1,18,4,6,-22.63888888888889,3.3,17.3
0,AA,MDW,"Houston, TX",1488.6395,2019,10,17,3,9,-13.222222222222221,0.0,14.3
1,WN,PHX,"Reno, NV",967.21334,2019,12,21,5,22,-10.555555555555555,0.0,15.7
