type,name,latitude,longitude,state_clean,city_clean,airport_code
medium_airport,Veterans Airport of Southern Illinois,37.751208,-89.016568,IL,Marion,MWA
medium_airport,McCall Municipal Airport,44.888837,-116.101112,ID,McCall,MYL
medium_airport,Myrtle Beach International Airport,33.679699,-78.928299,SC,Myrtle Beach,MYR
medium_airport,Yuma International Airport / Marine Corps Air Station Yuma,32.650938,-114.609375,AZ,Yuma,YUM
medium_airport,Albert J Ellis Airport,34.829201,-77.612099,NC,Richlands,OAJ
large_airport,San Francisco Bay Oakland International Airport,37.720085,-122.221184,CA,Oakland,OAK
medium_airport,Ogden Hinckley Airport,41.195899963379,-112.0120010376,UT,Ogden,OGD
medium_airport,Ogdensburg International Airport,44.6819,-75.4655,NY,Ogdensburg,OGS
large_airport,Will Rogers World Airport,35.393388,-97.598248,OK,Oklahoma City,OKC
medium_airport,L M Clayton Airport,48.094501,-105.574997,MT,Wolf Point,OLF
medium_airport,Olympia Regional Airport,46.969399,-122.903,WA,Olympia,OLM
large_airport,Eppley Airfield,41.3032,-95.894096,NE,Omaha,OMA
large_airport,Ontario International Airport,34.056,-117.600998,CA,Ontario,ONT
medium_airport,Miami-Opa Locka Executive Airport,25.907,-80.278397,FL,Miami,OPF
large_airport,Chicago O'Hare International Airport,41.9786,-87.9048,IL,Chicago,ORD
large_airport,Norfolk International Airport,36.895341,-76.201,VA,Norfolk,ORF
medium_airport,Worcester Regional Airport,42.2673,-71.875702,MA,Worcester,ORH
medium_airport,Orcas Island Airport,48.708199,-122.910004,WA,Eastsound,ESD
medium_airport,Southwest Oregon Regional Airport,43.41709899902344,-124.24600219726562,OR,North Bend,OTH
medium_airport,Owensboro Daviess County Airport,37.74010086,-87.16680145,KY,Owensboro,OWB
large_airport,Seattle Paine Field International Airport,47.9063,-122.281998,WA,Everett,PAE
medium_airport,Barkley Regional Airport,37.06079864501953,-88.7738037109375,KY,Paducah,PAH
medium_airport,Plattsburgh International Airport,44.6509017944336,-73.46810150146484,NY,Plattsburgh,PBG
large_airport,Palm Beach International Airport,26.683201,-80.095596,FL,West Palm Beach,PBI
medium_airport,Carl R Keller Field,41.515647,-82.868328,OH,Port Clinton,KPCW
medium_airport,DeKalb Peachtree Airport,33.87633,-84.30213,GA,Atlanta,PDK
medium_airport,Eastern Oregon Regional Airport at Pendleton,45.695099,-118.841003,OR,Pendleton,PDT
large_airport,Portland International Airport,45.588699,-122.598,OR,Portland,PDX
medium_airport,Page Municipal Airport,36.924234,-111.447716,AZ,Page,PGA
medium_airport,Punta Gorda Airport,26.9202,-81.990501,FL,Punta Gorda,PGD
medium_airport,Pitt-Greenville Airport,35.635535,-77.384262,NC,Greenville,PGV
medium_airport,Newport News Williamsburg International Airport,37.131901,-76.492996,VA,Newport News,PHF
large_airport,Philadelphia International Airport,39.871899,-75.241096,PA,Philadelphia,PHL
large_airport,Phoenix Sky Harbor International Airport,33.435302,-112.005905,AZ,Phoenix,PHX
large_airport,General Wayne A. Downing Peoria International Airport,40.663841,-89.692631,IL,Peoria,PIA
medium_airport,Hattiesburg Laurel Regional Airport,31.4671,-89.337097,MS,Moselle,PIB
medium_airport,St. Petersburg Clearwater International Airport,27.9102,-82.687401,FL,Pinellas Park,PIE
medium_airport,Pocatello Regional Airport,42.9098014831543,-112.59600067138672,ID,Pocatello,PIH
medium_airport,Pierre Regional Airport,44.38270187,-100.2860031,SD,Pierre,PIR
large_airport,Pittsburgh International Airport,40.491501,-80.232903,PA,Pittsburgh,PIT
medium_airport,Mid Ohio Valley Regional Airport,39.3451,-81.439201,WV,Parkersburg (Williamstown),PKB
medium_airport,Pellston Regional Airport of Emmet County Airport,45.57089996,-84.79669952,MI,Pellston,PLN
medium_airport,Pensacola International Airport,30.4734,-87.1866,FL,Pensacola,PNS
medium_airport,Presque Isle International Airport,46.688999,-68.0448,ME,Presque Isle,PQI
medium_airport,Prescott Regional Airport - Ernest A. Love Field,34.653502,-112.419883,AZ,Prescott,PRC
medium_airport,Tri Cities Airport,46.264702,-119.119003,WA,Pasco,PSC
medium_airport,Portsmouth International at Pease Airport,43.0778999329,-70.8233032227,NH,Portsmouth,PSM
medium_airport,Palm Springs International Airport,33.8297,-116.507004,CA,Palm Springs,PSP
medium_airport,Pueblo Memorial Airport,38.289101,-104.497002,CO,Pueblo,PUB
medium_airport,Pullman-Moscow Regional Airport,46.741601,-117.11163,WA,Pullman,PUW
large_airport,Theodore Francis Green State Airport,41.725038,-71.425668,RI,Warwick,PVD
medium_airport,Provo Municipal Airport,40.218894,-111.722445,UT,Provo,PVU
large_airport,Portland International Jetport,43.646198,-70.309303,ME,Portland,PWM
medium_airport,Rapid City Regional Airport,44.0452995300293,-103.05699920654295,SD,Rapid City,RAP
medium_airport,Redding Municipal Airport,40.50899887,-122.2929993,CA,Redding,RDD
medium_airport,Roberts Field,44.254101,-121.150002,OR,Redmond,RDM
large_airport,Raleigh Durham International Airport,35.877602,-78.787498,NC,Raleigh/Durham,RDU
large_airport,Chicago Rockford International Airport,42.1954,-89.097198,IL,Chicago/Rockford,RFD
medium_airport,Rhinelander Oneida County Airport,45.63119888305664,-89.46749877929688,WI,Rhinelander,RHI
large_airport,Richmond International Airport,37.505199,-77.319702,VA,Richmond,RIC
medium_airport,Central Wyoming Regional Airport,43.064201,-108.459999,WY,Riverton,RIW
medium_airport,Knox County Regional Airport,44.060101,-69.099197,ME,Rockland,RKD
medium_airport,Southwest Wyoming Regional Airport,41.5942,-109.065001,WY,Rock Springs,RKS
large_airport,Reno Tahoe International Airport,39.4991,-119.767998,NV,Reno,RNO
medium_airport,Roanoke–Blacksburg Regional Airport,37.3255,-79.975403,VA,Roanoke,ROA
medium_airport,Frederick Douglass Greater Rochester International Airport,43.1189,-77.672401,NY,Rochester,ROC
medium_airport,Roswell Air Center Airport,33.301601,-104.530998,NM,Roswell,ROW
large_airport,Rochester International Airport,43.908298,-92.5,MN,Rochester,RST
large_airport,Southwest Florida International Airport,26.53619956970215,-81.75520324707031,FL,Fort Myers,RSW
medium_airport,Rutland - Southern Vermont Regional Airport,43.5294,-72.9496,VT,Rutland,RUT
medium_airport,Santa Fe Municipal Airport,35.6171,-106.088997,NM,Santa Fe,SAF
large_airport,San Diego International Airport,32.7336006165,-117.190002441,CA,San Diego,SAN
large_airport,San Antonio International Airport,29.533701,-98.469803,TX,San Antonio,SAT
large_airport,Savannah Hilton Head International Airport,32.127602,-81.202103,GA,Savannah,SAV
large_airport,Marquette/Sawyer International Airport,46.351498,-87.395884,MI,Gwinn,MQT
medium_airport,Santa Barbara Municipal Airport,34.426201,-119.839996,CA,Santa Barbara,SBA
large_airport,San Bernardino International Airport,34.096717,-117.236596,CA,San Bernardino,SBD
medium_airport,South Bend Regional Airport,41.708698,-86.317299,IN,South Bend,SBN
medium_airport,San Luis County Regional Airport,35.2368011475,-120.641998291,CA,San Luis Obispo,SBP
medium_airport,Salisbury Ocean City Wicomico Regional Airport,38.34049987792969,-75.51029968261719,MD,Salisbury,SBY
medium_airport,Stockton Metropolitan Airport,37.893279,-121.238079,CA,Stockton,SCK
large_airport,Louisville Muhammad Ali International Airport,38.1744,-85.736,KY,Louisville,SDF
medium_airport,Sidney - Richland Regional Airport,47.705141,-104.194422,MT,Sidney,SDY
large_airport,Seattle–Tacoma International Airport,47.447943,-122.310276,WA,Seattle,SEA
large_airport,Orlando Sanford International Airport,28.7775993347168,-81.23750305175781,FL,Orlando,SFB
large_airport,San Francisco International Airport,37.619806,-122.374821,CA,San Francisco,SFO
medium_airport,Springfield Branson National Airport,37.245701,-93.388603,MO,Springfield,SGF
medium_airport,Northeast Florida Regional Airport,29.9592,-81.339798,FL,St Augustine,UST
medium_airport,St George Regional Airport,37.036389,-113.510306,UT,St George,SGU
medium_airport,Shenandoah Valley Regional Airport,38.263802,-78.8964,VA,Weyers Cave,SHD
medium_airport,Sheridan County Airport,44.76919937133789,-106.9800033569336,WY,Sheridan,SHR
medium_airport,Shreveport Regional Airport,32.446602,-93.8256,LA,Shreveport,SHV
large_airport,Norman Y. Mineta San Jose International Airport,37.362452,-121.929188,CA,San Jose,SJC
medium_airport,San Angelo Regional Mathis Field,31.35770034790039,-100.49600219726562,TX,San Angelo,SJT
small_airport,Beaver Island Airport,45.692299,-85.566597,MI,Beaver Island,KSJX
medium_airport,Taos Regional Airport,36.452494,-105.67749,NM,Taos,TSM
large_airport,Salt Lake City International Airport,40.78886,-111.979866,UT,Salt Lake City,SLC
medium_airport,Salem-Willamette Valley Airport/McNary Field,44.9095,-123.002998,OR,Salem,SLE
medium_airport,Adirondack Regional Airport,44.38691,-74.204629,NY,Saranac Lake,SLK
medium_airport,Salina Municipal Airport,38.79100036621094,-97.6521987915039,KS,Salina,SLN
large_airport,Sacramento International Airport,38.6954,-121.591003,CA,Sacramento,SMF
medium_airport,Lemhi County Airport,45.122233,-113.88196,ID,Salmon,SMN
medium_airport,Santa Maria Public Airport Captain G Allan Hancock Field,34.898899,-120.457001,CA,Santa Maria,SMX
medium_airport,John Wayne Orange County International Airport,33.675701,-117.867996,CA,Santa Ana,SNA
medium_airport,Show Low Regional Airport,34.264062,-110.007091,AZ,Show Low,SOW
large_airport,Abraham Lincoln Capital Airport,39.844101,-89.677902,IL,Springfield,SPI
medium_airport,Wichita Falls Municipal Airport / Sheppard Air Force Base,33.9888,-98.491898,TX,Wichita Falls,SPS
medium_airport,San Carlos Airport,37.51313,-122.250838,CA,San Carlos,SQL
large_airport,Sarasota Bradenton International Airport,27.394631,-82.554359,FL,Sarasota/Bradenton,SRQ
medium_airport,Saint Cloud Regional Airport,45.5466,-94.059898,MN,Saint Cloud,STC
large_airport,St. Louis Lambert International Airport,38.748697,-90.370003,MO,St Louis,STL
medium_airport,Charles M. Schulz Sonoma County Airport,38.50899887,-122.8130035,CA,Santa Rosa,STS
medium_airport,Friedman Memorial Airport,43.50439835,-114.2959976,ID,Hailey,SUN
medium_airport,Sioux Gateway Airport / Brigadier General Bud Day Field,42.397605,-96.382237,IA,Sioux City,SUX
medium_airport,Grant County Airport,32.636701,-108.154736,NM,Silver City,SVC
medium_airport,New York Stewart International Airport,41.504101,-74.104797,NY,Newburgh,SWF
medium_airport,Stillwater Regional Airport,36.162132,-97.085581,OK,Stillwater,SWO
large_airport,Syracuse Hancock International Airport,43.11119842529297,-76.1063003540039,NY,Syracuse,SYR
medium_airport,Waynesville-St. Robert Regional Airport-Forney Field,37.7416,-92.140701,MO,Fort Leonard Wood,TBN
medium_airport,Teterboro Airport,40.850101,-74.060799,NJ,Teterboro,TEB
medium_airport,Telluride Regional Airport,37.9538,-107.907997,CO,Telluride,TEX
medium_airport,Tacoma Narrows Airport,47.267407,-122.577295,WA,Tacoma,TIW
medium_airport,Tallahassee Regional Airport,30.3965,-84.350304,FL,Tallahassee,TLH
medium_airport,Eugene F. Kranz Toledo Express Airport,41.5868,-83.8078,OH,Toledo,TOL
large_airport,Tampa International Airport,27.9755,-82.533203,FL,Tampa,TPA
medium_airport,Tri-Cities Regional TN/VA Airport,36.475201,-82.407401,TN,Blountville,TRI
medium_airport,Truckee Tahoe Airport,39.318628,-120.140562,CA,Truckee,TKF
medium_airport,Trenton Mercer Airport,40.276699,-74.813499,NJ,Ewing Township,TTN
large_airport,Tulsa International Airport,36.19839859008789,-95.88809967041016,OK,Tulsa,TUL
medium_airport,Tupelo Regional Airport,34.26810073852539,-88.7698974609375,MS,Tupelo,TUP
large_airport,Tucson International Airport,32.115004,-110.938053,AZ,Tucson,TUS
medium_airport,Cherry Capital Airport,44.74140167236328,-85.58219909667969,MI,Traverse City,TVC
medium_airport,Thief River Falls Regional Airport,48.065701,-96.184998,MN,Thief River Falls,TVF
medium_airport,Joslin Field Magic Valley Regional Airport,42.4818,-114.487999,ID,Twin Falls,TWF
medium_airport,Texarkana Regional Airport (Webb Field),33.453701,-93.990997,AR,Texarkana,TXK
medium_airport,Tyler Pounds Regional Airport,32.35409927368164,-95.40239715576172,TX,Tyler,TYR
medium_airport,McGhee Tyson Airport,35.811001,-83.994003,TN,Alcoa,TYS
medium_airport,Quincy Regional Airport Baldwin Field,39.942699,-91.194603,IL,Quincy,UIN
medium_airport,State College Regional Airport,40.849374,-77.84852,PA,State College,SCE
small_airport,Newport State Airport,41.532398,-71.281502,RI,Newport,NPT
medium_airport,Victoria Regional Airport,28.85260009765625,-96.9185028076172,TX,Victoria,VCT
medium_airport,Vernal Regional Airport,40.436214,-109.511661,UT,Vernal,VEL
medium_airport,Valdosta Regional Airport,30.78249931335449,-83.27670288085938,GA,Valdosta,VLD
medium_airport,Destin-Fort Walton Beach Airport,30.4832,-86.525398,FL,Valparaiso,VPS
medium_airport,Vero Beach Regional Airport,27.6556,-80.417901,FL,Vero Beach,VRB
medium_airport,Westerly State Airport,41.349602,-71.803398,RI,Westerly,WST
medium_airport,Yellowstone Airport,44.6884,-111.117996,MT,West Yellowstone,WYS
medium_airport,Northwest Arkansas National Airport,36.281898,-94.306801,AR,Fayetteville/Springdale/Rogers,XNA
medium_airport,Williston Basin International Airport,48.260863,-103.75116,ND,Williston,XWA
medium_airport,Yakima Air Terminal McAllister Field,46.56819916,-120.5439987,WA,Yakima,YKM
small_airport,Witherspoons Airport,44.151574,-68.876306,ME,North Haven,ME41
small_airport,Vinalhaven Airport,44.073203,-68.819261,ME,Vinalhaven,ME55
small_airport,May Creek Airport,61.335701,-142.686996,AK,May Creek,MYK
small_airport,Old Harbor Airport,57.218102,-153.270004,AK,Old Harbor,OLH
small_airport,Port Lions Airport,57.884905,-152.847719,AK,Port Lions,ORI
small_airport,Atka Airport,52.220299,-174.205994,AK,Atka,AKB
medium_airport,Barter Island Long Range Radar Station Airport,70.134003,-143.582001,AK,Barter Island,BTI
medium_airport,Bethel Airport,60.77980042,-161.8379974,AK,Bethel,BET
small_airport,Buckland Airport,65.981598,-161.149002,AK,Buckland,BKC
medium_airport,Wiley Post Will Rogers Memorial Airport,71.285402,-156.766008,AK,Utqiaġvik,BRW
small_airport,Bettles Airport,66.913902,-151.529007,AK,Bettles,BTT
medium_airport,Cold Bay Airport,55.207871,-162.725029,AK,Cold Bay,CDB
small_airport,Central Airport,65.573815,-144.780707,AK,Central,CEM
small_airport,Chalkyitsik Airport,66.644997,-143.740005,AK,Chalkyitsik,CIK
small_airport,Chefornak Airport,60.136667,-164.279167,AK,Chefornak,CYF
small_airport,Scammon Bay Airport,61.84471,-165.575209,AK,Scammon Bay,SCM
small_airport,Circle City (New) Airport,65.827673,-144.076195,AK,Circle,IRC
medium_airport,Merle K (Mudhole) Smith Airport,60.491798,-145.477997,AK,Cordova,CDV
small_airport,Yakataga Airport,60.080974,-142.494541,AK,Yakataga,CYT
medium_airport,Deering Airport,66.068901,-162.766914,AK,Deering,DRG
medium_airport,Adak Airport,51.883564,-176.642783,AK,Adak,ADK
medium_airport,Dillingham Airport,59.04470062,-158.5050049,AK,Dillingham,DLG
small_airport,Marshall Don Hunter Sr Airport,61.8643,-162.026001,AK,Marshall,MLL
medium_airport,Kodiak Airport,57.75,-152.4940033,AK,Kodiak,ADQ
medium_airport,Tom Madsen (Dutch Harbor) Airport,53.89881,-166.544996,AK,Unalaska,DUT
small_airport,Kongiganak Airport,59.9608,-162.880997,AK,Kongiganak,KKH
small_airport,Eek Airport,60.213173,-162.044048,AK,Eek,EEK
small_airport,Eagle Airport,64.778003,-141.150455,AK,Eagle,EAA
medium_airport,Emmonak Airport,62.78609848,-164.4909973,AK,Emmonak,EMK
medium_airport,Kenai Municipal Airport,60.570946,-151.245174,AK,Kenai,ENA
small_airport,Mertarvik Airport,60.81037,-164.499511,AK,Mertarvik,WWT
medium_airport,Fairbanks International Airport,64.815102,-147.856003,AK,Fairbanks,FAI
medium_airport,Ambler Airport,67.105529,-157.855339,AK,Ambler,ABL
small_airport,Nikolai Airport,63.017949,-154.360399,AK,Nikolai,NIB
medium_airport,Edward G. Pitka Sr Airport,64.736198,-156.936997,AK,Galena,GAL
small_airport,Kwigillingok Airport,59.876499,-163.169005,AK,Kwigillingok,KWK
small_airport,Shungnak Airport,66.88809967041,-157.16200256348,AK,Shungnak,SHG
medium_airport,Gulkana Airport,62.155859,-145.454662,AK,Gulkana,GKN
small_airport,Golovin Airport,64.550499,-163.007004,AK,Golovin,GLV
medium_airport,Gambell Airport,63.767694,-171.733303,AK,Gambell,GAM
medium_airport,Gustavus Airport,58.4253006,-135.7070007,AK,Gustavus,GST
small_airport,Nightmute Airport,60.469129,-164.70407,AK,Nightmute,NME
small_airport,Skagway Airport,59.460343,-135.316651,AK,Skagway,SGY
medium_airport,Holy Cross Airport,62.18830108642578,-159.77499389648438,AK,Holy Cross,HCR
medium_airport,Huslia Airport,65.697899,-156.350998,AK,Huslia,HSL
medium_airport,Haines Airport,59.243921,-135.523925,AK,Haines,HNS
medium_airport,Homer Airport,59.644456,-151.479235,AK,Homer,HOM
small_airport,Hooper Bay Airport,61.523899,-166.147003,AK,Hooper Bay,HPB
small_airport,Hughes Airport,66.04109955,-154.2630005,AK,Hughes,HUS
small_airport,Healy River Airport,63.86722,-148.969374,AK,Healy,PAHV
small_airport,Igiugig Airport,59.324001,-155.901993,AK,Igiugig,IGG
medium_airport,Egegik Airport,58.184386,-157.374873,AK,Egegik,EGX
medium_airport,Bob Baker Memorial Airport,66.976128,-160.439014,AK,Kiana,IAN
medium_airport,Iliamna Airport,59.754398,-154.910996,AK,Iliamna,ILI
medium_airport,Indian Mountain LRRS Airport,65.992798,-153.703995,AK,Utopia Creek,UTO
small_airport,Wales Airport,65.622593,-168.095,AK,Wales,WAA
small_airport,Chignik Airport,56.311501,-158.373001,AK,Chignik,KCG
medium_airport,Juneau International Airport,58.355,-134.576004,AK,Juneau,JNU
small_airport,Koliganek Airport,59.726600647,-157.259002686,AK,Koliganek,KGK
small_airport,False Pass Airport,54.84751,-163.407168,AK,False Pass,KFP
small_airport,Akhiok Airport,56.938702,-154.182999,AK,Akhiok,AKK
small_airport,Kipnuk Airport,59.931796,-164.028196,AK,Kipnuk,KPN
small_airport,Koyuk Alfred Adams Airport,64.939499,-161.154007,AK,Koyuk,KKA
medium_airport,King Salmon Airport,58.677845,-156.651965,AK,King Salmon,AKN
small_airport,Nikolski Air Station,52.941552,-168.849478,AK,Nikolski,IKO
medium_airport,Anaktuvuk Pass Airport,68.133598,-151.742996,AK,Anaktuvuk Pass,AKP
medium_airport,Ketchikan International Airport,55.35559845,-131.7140045,AK,Ketchikan,KTN
small_airport,Kaltag Airport,64.31864,-158.74197,AK,Kaltag,KAL
medium_airport,Klawock Airport,55.579201,-133.076004,AK,Klawock,KLW
small_airport,Karluk Airport,57.565919,-154.453762,AK,Karluk,KYK
small_airport,Larsen Bay Airport,57.53516,-153.976455,AK,Larsen Bay,KLN
small_airport,Kalskag Airport,61.53630065917969,-160.34100341796875,AK,Kalskag,KLG
small_airport,Port Alsworth Airport,60.201681,-154.325863,AK,Port Alsworth,PTA
medium_airport,Cape Lisburne LRRS Airport,68.875099,-166.110001,AK,Cape Lisburne,LUR
small_airport,Manokotak Airport,58.932056,-158.901886,AK,Manokotak,KMO
medium_airport,McGrath Airport,62.95289993,-155.6060028,AK,McGrath,MCG
small_airport,Minchumina Airport,63.886002,-152.302002,AK,Minchumina,LMA
small_airport,St Michael Airport,63.49010086,-162.1100006,AK,St Michael,SMK
small_airport,Manley Hot Springs Airport,64.99188,-150.644102,AK,Manley Hot Springs,MLY
small_airport,Mountain Village Airport,62.095401763916016,-163.6820068359375,AK,Mountain Village,MOU
medium_airport,Merrill Field,61.212792,-149.843988,AK,Anchorage,MRI
medium_airport,Mekoryuk Airport,60.372338,-166.269751,AK,Mekoryuk,MYU
small_airport,Napakiak Airport,60.6903,-161.979004,AK,Napakiak,WNA
large_airport,Ted Stevens Anchorage International Airport,61.179004,-149.992561,AK,Anchorage,ANC
medium_airport,Aniak Airport,61.58160018920898,-159.54299926757812,AK,Aniak,ANI
small_airport,Nulato Airport,64.729301,-158.074005,AK,Nulato,NUL
medium_airport,Anvik Airport,62.646702,-160.190994,AK,Anvik,ANV
small_airport,New Stuyahok Airport,59.451838,-157.373829,AK,New Stuyahok,KNW
small_airport,Kobuk Airport,66.9123,-156.897003,AK,Kobuk,OBU
small_airport,Hoonah Airport,58.0961,-135.410111,AK,Hoonah,HNH
medium_airport,Nome Airport,64.51219940185547,-165.44500732421875,AK,Nome,OME
small_airport,Toksook Bay Airport,60.541401,-165.087006,AK,Toksook Bay,OOK
medium_airport,Northway Airport,62.9613,-141.929001,AK,Northway,ORT
medium_airport,Ralph Wien Memorial Airport,66.88469696,-162.598999,AK,Kotzebue,OTZ
small_airport,Nelson Lagoon Airport,56.0075,-161.160004,AK,Nelson Lagoon,NLG
medium_airport,St George Airport,56.577345,-169.663823,AK,St George,STG
small_airport,Perryville Airport,55.9065,-159.16091,AK,Perryville,KPV
medium_airport,Petersburg James A Johnson Airport,56.80170059,-132.9450073,AK,Petersburg,PSG
medium_airport,Port Heiden Airport,56.957893,-158.630219,AK,Port Heiden,PTH
small_airport,Napaskiak Airport,60.7029,-161.778,AK,Napaskiak,PKA
medium_airport,Platinum Airport,59.017675,-161.827927,AK,Platinum,PTU
small_airport,Pilot Point Airport,57.580399,-157.572006,AK,Pilot Point,PIP
small_airport,Point Hope Airport,68.348801,-166.798996,AK,Point Hope,PHO
small_airport,Quinhagak Airport,59.7551,-161.845,AK,Quinhagak,KWN
medium_airport,Nuiqsut Airport,70.209999,-151.005998,AK,Nuiqsut,NUI
medium_airport,Arctic Village Airport,68.1147,-145.578995,AK,Arctic Village,ARC
small_airport,Russian Mission Airport,61.775071,-161.319466,AK,Russian Mission,RSH
medium_airport,Ruby Airport,64.727203,-155.470001,AK,Ruby,RBY
medium_airport,Savoonga Airport,63.686401,-170.492996,AK,Savoonga,SVA
medium_airport,Deadhorse Airport,70.19470215,-148.4649963,AK,Deadhorse,SCC
medium_airport,Sand Point Airport,55.313908,-160.522099,AK,Sand Point,SDP
small_airport,Shishmaref Airport,66.249604,-166.089112,AK,Shishmaref,SHH
medium_airport,Sitka Rocky Gutierrez Airport,57.04710006713867,-135.36199951171875,AK,Sitka,SIT
small_airport,Selawik Airport,66.600098,-159.985992,AK,Selawik,WLK
small_airport,Sleetmute Airport,61.7005,-157.166,AK,Sleetmute,SLQ
small_airport,St Mary's Airport,62.060501,-163.302002,AK,St Mary's,KSM
medium_airport,St Paul Island Airport,57.166311,-170.222555,AK,St Paul Island,SNP
small_airport,Seldovia Airport,59.442981,-151.705227,AK,Seldovia,SOV
small_airport,Ralph M Calhoun Memorial Airport,65.1744,-152.108994,AK,Tanana,TAL
small_airport,Tin City Long Range Radar Station Airport,65.563103,-167.921997,AK,Tin City,TNC
small_airport,Teller Airport,65.240402,-166.339005,AK,Teller,TLA
small_airport,Togiak Airport,59.052799,-160.397003,AK,Togiak Village,TOG
medium_airport,Atqasuk Edward Burnell Sr Memorial Airport,70.46704,-157.436013,AK,Atqasuk,ATK
small_airport,Alakanuk Airport,62.682653,-164.722481,AK,Alakanuk,AUK
medium_airport,Unalakleet Airport,63.888401,-160.798996,AK,Unalakleet,UNK
small_airport,Akutan Airport,54.14459,-165.604332,AK,Akutan,KQA
small_airport,Chevak Airport,61.5409,-165.6005,AK,Chevak,VAK
small_airport,King Cove Airport,55.116299,-162.266006,AK,King Cove,KVC
medium_airport,Valdez Pioneer Field,61.132712,-146.246567,AK,Valdez,VDZ
small_airport,Venetie Airport,67.008698,-146.365997,AK,Venetie,VEE
small_airport,Kivalina Airport,67.734565,-164.559917,AK,Kivalina,KVL
small_airport,Beaver Airport,66.362198,-147.406998,AK,Beaver,WBQ
medium_airport,Wrangell Airport,56.48429871,-132.3699951,AK,Wrangell,WRG
medium_airport,Wainwright Airport,70.638,-159.994995,AK,Wainwright,AIN
small_airport,White Mountain Airport,64.689201,-163.412994,AK,White Mountain,WMO
small_airport,Noatak Airport,67.561241,-162.980461,AK,Noatak,WTK
medium_airport,Yakutat Airport,59.508717,-139.660435,AK,Yakutat,YAK
small_airport,Akiak Airport,60.902646,-161.23106,AK,Akiak,AKI
small_airport,Allakaket Airport,66.551804,-152.621994,AK,Allakaket,AET
small_airport,Chenega Bay Airport,60.077602,-147.99468,AK,Chenega,NCN
small_airport,Clarks Point Airport,58.833698,-158.529007,AK,Clarks Point,CLP
small_airport,Elim Airport,64.6147,-162.272003,AK,Elim,ELI
small_airport,Kasigluk Airport,60.872747,-162.5247,AK,Kasigluk,KUK
small_airport,Kokhanok Airport,59.433248,-154.80217,AK,Kokhanok,KNK
small_airport,Kotlik Airport,63.030602,-163.533005,AK,Kotlik,KOT
small_airport,Brevig Mission Airport,65.331826,-166.467848,AK,Brevig Mission,KTS
small_airport,Koyukuk Airport,64.876099,-157.727005,AK,Koyukuk,KYU
small_airport,Kwethluk Airport,60.790298,-161.444,AK,Kwethluk,KWT
small_airport,Robert (Bob) Curtis Memorial Airport,66.817902,-161.018997,AK,Noorvik,ORV
small_airport,Shaktoolik Airport,64.371101,-161.223999,AK,Shaktoolik,SKK
small_airport,Tok Junction Airport,63.32949829,-142.9539948,AK,Tok,TKJ
small_airport,South Naknek Number 2 Airport,58.702362,-157.005444,AK,South Naknek,WSN
medium_airport,Fort Yukon Airport,66.571651,-145.249987,AK,Fort Yukon,FYU
small_airport,Port Graham Airport,59.348355,-151.830025,AK,Port Graham,PGM
medium_airport,Hana Airport,20.795601,-156.014008,HI,Hana,HNM
medium_airport,Kapalua Airport,20.9629,-156.673004,HI,Lahaina,JHM
large_airport,Ellison Onizuka Kona International Airport at Keahole,19.738783,-156.045603,HI,Kailua-Kona,KOA
medium_airport,Lihue Airport,21.976,-159.339005,HI,Lihue,LIH
small_airport,Kalaupapa Airport,21.211,-156.973999,HI,Kalaupapa,LUP
medium_airport,Molokai Airport,21.152901,-157.095993,HI,Kaunakakai,MKK
medium_airport,Waimea Kohala Airport,20.001301,-155.667999,HI,Waimea (Kamuela),MUE
large_airport,Daniel K Inouye International Airport,21.32062,-157.924228,HI,"Honolulu, Oahu",HNL
medium_airport,Lanai Airport,20.785675,-156.951324,HI,Lanai City,LNY
large_airport,Kahului International Airport,20.896263,-156.431837,HI,Kahului,OGG
large_airport,Hilo International Airport,19.72135,-155.045428,HI,Hilo,ITO
medium_airport,Point Lay LRRS Airport,69.732903,-163.005005,AK,Point Lay,PIZ
small_airport,Red Devil Airport,61.788101,-157.350006,AK,Red Devil,RDV
small_airport,Rampart Airport,65.507896,-150.141007,AK,Rampart,RMP
small_airport,Lopez Island Airport,48.4838981628418,-122.93800354003906,WA,Lopez,LPS
small_airport,Stony River 2 Airport,61.7897,-156.589005,AK,Stony River,SRV
small_airport,Stevens Village Airport,66.016727,-149.056835,AK,Stevens Village,SVS
small_airport,Nunam Iqua Airport,62.520599,-164.848006,AK,Nunam Iqua,SXP
small_airport,Takotna Airport,62.993206,-156.029026,AK,Takotna,TCT
small_airport,Tuluksak Airport,61.086973,-160.922842,AK,Tuluksak,TLT
small_airport,Pilot Station Airport,61.96169,-162.941944,AK,Pilot Station,PQS
small_airport,Roche Harbor Airport,48.612301,-123.139,WA,Roche Harbor,RCE
small_airport,Stebbins Airport,63.515999,-162.278,AK,Stebbins,WBB
small_airport,Decatur Shores Airport,48.500171,-122.813973,WA,Decatur,DTR
small_airport,Akiachak Airport,60.913809,-161.493329,AK,Akiachak,KKI
small_airport,Birch Creek Airport,66.2740020752,-145.824005127,AK,Birch Creek,KBC
